run_timestamp_utc,date,endpoint,url,success,reason,output_file
2026-08-23T07:32:52.219654+00:00,2026-08-19,dry_bulk_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1944138367&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_tce_table/2026-08-19.csv
2026-08-23T07:32:52.219654+00:00,2026-08-19,tanker_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1458966001&single=true&output=csv,True,OK,docs/alibra_data/tanker_tce_table/2026-08-19.csv
2026-08-23T07:32:52.219654+00:00,2026-08-19,forward_curves,https://docs.google.com/spreadsheets/d/e/2PACX-1vQkGGniHOjjs_0booelgLP3pGwySZLvMLskYlJCxNLcq6uf9EaH50Wcpob87lH7xw/pub?gid=1196769730&single=true&output=csv,False,HTTP 500 (attempt 3),
2026-08-23T07:32:52.219654+00:00,2026-08-19,dry_bulk_trend_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=409746990&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_atl/2026-08-19.csv
2026-08-23T07:32:52.219654+00:00,2026-08-19,dry_bulk_trend_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=779118968&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_pac/2026-08-19.csv
2026-08-23T07:32:52.219654+00:00,2026-08-19,tanker_trend_1yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=137918187&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_1yr/2026-08-19.csv
2026-08-23T07:32:52.219654+00:00,2026-08-19,tanker_trend_3yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1501135879&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_3yr/2026-08-19.csv
2026-08-23T07:32:52.219654+00:00,2026-08-19,dry_bulk_archive_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1609275035&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_atl/2026-08-19.csv
2026-08-23T07:32:52.219654+00:00,2026-08-19,dry_bulk_archive_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1656242999&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_pac/2026-08-19.csv
2026-08-23T10:55:59.926777+00:00,2026-08-19,last_updated_stamp,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=92942855&single=true&output=csv,True,OK,docs/alibra_data/last_updated_stamp/2026-08-19.csv
2026-08-23T10:55:59.926777+00:00,2026-08-19,dry_bulk_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1944138367&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_tce_table/2026-08-19.csv
2026-08-23T10:55:59.926777+00:00,2026-08-19,tanker_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1458966001&single=true&output=csv,True,OK,docs/alibra_data/tanker_tce_table/2026-08-19.csv
2026-08-23T10:55:59.926777+00:00,2026-08-19,forward_curves,https://docs.google.com/spreadsheets/d/e/2PACX-1vQkGGniHOjjs_0booelgLP3pGwySZLvMLskYlJCxNLcq6uf9EaH50Wcpob87lH7xw/pub?gid=1196769730&single=true&output=csv,False,HTTP 500 (attempt 3),
2026-08-23T10:55:59.926777+00:00,2026-08-19,dry_bulk_trend_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=409746990&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_atl/2026-08-19.csv
2026-08-23T10:55:59.926777+00:00,2026-08-19,dry_bulk_trend_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=779118968&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_pac/2026-08-19.csv
2026-08-23T10:55:59.926777+00:00,2026-08-19,tanker_trend_1yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=137918187&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_1yr/2026-08-19.csv
2026-08-23T10:55:59.926777+00:00,2026-08-19,tanker_trend_3yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1501135879&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_3yr/2026-08-19.csv
2026-08-23T10:55:59.926777+00:00,2026-08-19,dry_bulk_archive_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1609275035&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_atl/2026-08-19.csv
2026-08-23T10:55:59.926777+00:00,2026-08-19,dry_bulk_archive_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1656242999&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_pac/2026-08-19.csv
2026-08-23T14:20:41.362721+00:00,2026-08-19,last_updated_stamp,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=92942855&single=true&output=csv,True,OK,docs/alibra_data/last_updated_stamp/2026-08-19.csv
2026-08-23T14:20:41.362721+00:00,2026-08-19,dry_bulk_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1944138367&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_tce_table/2026-08-19.csv
2026-08-23T14:20:41.362721+00:00,2026-08-19,tanker_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1458966001&single=true&output=csv,True,OK,docs/alibra_data/tanker_tce_table/2026-08-19.csv
2026-08-23T14:20:41.362721+00:00,2026-08-19,forward_curves,https://docs.google.com/spreadsheets/d/e/2PACX-1vQkGGniHOjjs_0booelgLP3pGwySZLvMLskYlJCxNLcq6uf9EaH50Wcpob87lH7xw/pub?gid=1196769730&single=true&output=csv,False,HTTP 500 (attempt 3),
2026-08-23T14:20:41.362721+00:00,2026-08-19,dry_bulk_trend_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=409746990&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_atl/2026-08-19.csv
2026-08-23T14:20:41.362721+00:00,2026-08-19,dry_bulk_trend_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=779118968&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_pac/2026-08-19.csv
2026-08-23T14:20:41.362721+00:00,2026-08-19,tanker_trend_1yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=137918187&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_1yr/2026-08-19.csv
2026-08-23T14:20:41.362721+00:00,2026-08-19,tanker_trend_3yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1501135879&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_3yr/2026-08-19.csv
2026-08-23T14:20:41.362721+00:00,2026-08-19,dry_bulk_archive_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1609275035&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_atl/2026-08-19.csv
2026-08-23T14:20:41.362721+00:00,2026-08-19,dry_bulk_archive_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1656242999&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_pac/2026-08-19.csv
2026-08-23T16:22:54.991180+00:00,2026-08-19,last_updated_stamp,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=92942855&single=true&output=csv,True,OK,docs/alibra_data/last_updated_stamp/2026-08-19.csv
2026-08-23T16:22:54.991180+00:00,2026-08-19,dry_bulk_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1944138367&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_tce_table/2026-08-19.csv
2026-08-23T16:22:54.991180+00:00,2026-08-19,tanker_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1458966001&single=true&output=csv,True,OK,docs/alibra_data/tanker_tce_table/2026-08-19.csv
2026-08-23T16:22:54.991180+00:00,2026-08-19,forward_curves,https://docs.google.com/spreadsheets/d/e/2PACX-1vQkGGniHOjjs_0booelgLP3pGwySZLvMLskYlJCxNLcq6uf9EaH50Wcpob87lH7xw/pub?gid=1196769730&single=true&output=csv,False,HTTP 500 (attempt 3),
2026-08-23T16:22:54.991180+00:00,2026-08-19,dry_bulk_trend_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=409746990&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_atl/2026-08-19.csv
2026-08-23T16:22:54.991180+00:00,2026-08-19,dry_bulk_trend_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=779118968&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_pac/2026-08-19.csv
2026-08-23T16:22:54.991180+00:00,2026-08-19,tanker_trend_1yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=137918187&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_1yr/2026-08-19.csv
2026-08-23T16:22:54.991180+00:00,2026-08-19,tanker_trend_3yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1501135879&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_3yr/2026-08-19.csv
2026-08-23T16:22:54.991180+00:00,2026-08-19,dry_bulk_archive_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1609275035&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_atl/2026-08-19.csv
2026-08-23T16:22:54.991180+00:00,2026-08-19,dry_bulk_archive_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1656242999&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_pac/2026-08-19.csv
2026-08-23T19:21:49.019844+00:00,2026-08-19,last_updated_stamp,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=92942855&single=true&output=csv,True,OK,docs/alibra_data/last_updated_stamp/2026-08-19.csv
2026-08-23T19:21:49.019844+00:00,2026-08-19,dry_bulk_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1944138367&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_tce_table/2026-08-19.csv
2026-08-23T19:21:49.019844+00:00,2026-08-19,tanker_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1458966001&single=true&output=csv,True,OK,docs/alibra_data/tanker_tce_table/2026-08-19.csv
2026-08-23T19:21:49.019844+00:00,2026-08-19,forward_curves,https://docs.google.com/spreadsheets/d/e/2PACX-1vQkGGniHOjjs_0booelgLP3pGwySZLvMLskYlJCxNLcq6uf9EaH50Wcpob87lH7xw/pub?gid=1196769730&single=true&output=csv,False,HTTP 500 (attempt 3),
2026-08-23T19:21:49.019844+00:00,2026-08-19,dry_bulk_trend_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=409746990&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_atl/2026-08-19.csv
2026-08-23T19:21:49.019844+00:00,2026-08-19,dry_bulk_trend_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=779118968&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_pac/2026-08-19.csv
2026-08-23T19:21:49.019844+00:00,2026-08-19,tanker_trend_1yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=137918187&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_1yr/2026-08-19.csv
2026-08-23T19:21:49.019844+00:00,2026-08-19,tanker_trend_3yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1501135879&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_3yr/2026-08-19.csv
2026-08-23T19:21:49.019844+00:00,2026-08-19,dry_bulk_archive_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1609275035&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_atl/2026-08-19.csv
2026-08-23T19:21:49.019844+00:00,2026-08-19,dry_bulk_archive_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1656242999&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_pac/2026-08-19.csv
2026-08-23T22:18:25.739300+00:00,2026-08-19,last_updated_stamp,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=92942855&single=true&output=csv,True,OK,docs/alibra_data/last_updated_stamp/2026-08-19.csv
2026-08-23T22:18:25.739300+00:00,2026-08-19,dry_bulk_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1944138367&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_tce_table/2026-08-19.csv
2026-08-23T22:18:25.739300+00:00,2026-08-19,tanker_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1458966001&single=true&output=csv,True,OK,docs/alibra_data/tanker_tce_table/2026-08-19.csv
2026-08-23T22:18:25.739300+00:00,2026-08-19,forward_curves,https://docs.google.com/spreadsheets/d/e/2PACX-1vQkGGniHOjjs_0booelgLP3pGwySZLvMLskYlJCxNLcq6uf9EaH50Wcpob87lH7xw/pub?gid=1196769730&single=true&output=csv,False,HTTP 500 (attempt 3),
2026-08-23T22:18:25.739300+00:00,2026-08-19,dry_bulk_trend_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=409746990&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_atl/2026-08-19.csv
2026-08-23T22:18:25.739300+00:00,2026-08-19,dry_bulk_trend_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=779118968&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_pac/2026-08-19.csv
2026-08-23T22:18:25.739300+00:00,2026-08-19,tanker_trend_1yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=137918187&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_1yr/2026-08-19.csv
2026-08-23T22:18:25.739300+00:00,2026-08-19,tanker_trend_3yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1501135879&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_3yr/2026-08-19.csv
2026-08-23T22:18:25.739300+00:00,2026-08-19,dry_bulk_archive_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1609275035&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_atl/2026-08-19.csv
2026-08-23T22:18:25.739300+00:00,2026-08-19,dry_bulk_archive_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1656242999&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_pac/2026-08-19.csv
2026-08-24T07:58:36.494395+00:00,2026-08-19,last_updated_stamp,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=92942855&single=true&output=csv,True,OK,docs/alibra_data/last_updated_stamp/2026-08-19.csv
2026-08-24T07:58:36.494395+00:00,2026-08-19,dry_bulk_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1944138367&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_tce_table/2026-08-19.csv
2026-08-24T07:58:36.494395+00:00,2026-08-19,tanker_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1458966001&single=true&output=csv,True,OK,docs/alibra_data/tanker_tce_table/2026-08-19.csv
2026-08-24T07:58:36.494395+00:00,2026-08-19,forward_curves,https://docs.google.com/spreadsheets/d/e/2PACX-1vQkGGniHOjjs_0booelgLP3pGwySZLvMLskYlJCxNLcq6uf9EaH50Wcpob87lH7xw/pub?gid=1196769730&single=true&output=csv,False,HTTP 500 (attempt 3),
2026-08-24T07:58:36.494395+00:00,2026-08-19,dry_bulk_trend_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=409746990&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_atl/2026-08-19.csv
2026-08-24T07:58:36.494395+00:00,2026-08-19,dry_bulk_trend_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=779118968&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_pac/2026-08-19.csv
2026-08-24T07:58:36.494395+00:00,2026-08-19,tanker_trend_1yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=137918187&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_1yr/2026-08-19.csv
2026-08-24T07:58:36.494395+00:00,2026-08-19,tanker_trend_3yr,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1501135879&single=true&output=csv,True,OK,docs/alibra_data/tanker_trend_3yr/2026-08-19.csv
2026-08-24T07:58:36.494395+00:00,2026-08-19,dry_bulk_archive_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1609275035&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_atl/2026-08-19.csv
2026-08-24T07:58:36.494395+00:00,2026-08-19,dry_bulk_archive_pac,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=1656242999&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_archive_pac/2026-08-19.csv
2026-08-24T11:08:00.522276+00:00,2026-08-19,last_updated_stamp,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=92942855&single=true&output=csv,True,OK,docs/alibra_data/last_updated_stamp/2026-08-19.csv
2026-08-24T11:08:00.522276+00:00,2026-08-19,dry_bulk_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1944138367&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_tce_table/2026-08-19.csv
2026-08-24T11:08:00.522276+00:00,2026-08-19,tanker_tce_table,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk6073LStJEfzv418WKYluN2zykXon3KL58hPVNnqoOPiZVhBVzBCi9QnnAETwm_QbMvltcNCuzTzH/pub?gid=1458966001&single=true&output=csv,True,OK,docs/alibra_data/tanker_tce_table/2026-08-19.csv
2026-08-24T11:08:00.522276+00:00,2026-08-19,forward_curves,https://docs.google.com/spreadsheets/d/e/2PACX-1vQkGGniHOjjs_0booelgLP3pGwySZLvMLskYlJCxNLcq6uf9EaH50Wcpob87lH7xw/pub?gid=1196769730&single=true&output=csv,False,HTTP 500 (attempt 3),
2026-08-24T11:08:00.522276+00:00,2026-08-19,dry_bulk_trend_atl,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm3hFo3WpdJQ86FaGIy-S151biJvr2J31-kbmYmO9kOwJ2sDjbz-v8ooNpsufCepZS0tCUavO5iUrI/pub?gid=409746990&single=true&output=csv,True,OK,docs/alibra_data/dry_bulk_trend_atl/2026-08-19.csv
